developer;developer_id
Cosy Goat;8814
Neither One Games;8815
Joe Sansone;8816
Sky Trail Ltd;8817
300 fps;8818
Angry Array;8819
R I MAD;8820
"ACE Ed-Venture Studio;Artoncode™";8821
Planeta;8822
??;8823
Fevolution Innovation Inc.;8824
The Gentlebros;8825
YarGri;8826
Alexander Goodwin;8827
Mariusz Gibas;8828
Float Gallery;8829
Growing Grass Studio;8830
Zolden Games;8831
Ehnenu;8832
Darker Emerald;8833
"Gungrounds;Mad Head Games";8834
"Keybol;Nitrome Limited;Mike Studios";8835
Dreamverse Entertainment;8836
Sebastian Groll;8837
Aftermath Media;8838
ChemBlock;8839
Druid Technologies;8840
Fastbird Dev Studio;8841
CREW Studio Krüger UG;8842
2ndUp Studios;8843
Ben McNelly;8844
IndieRevo;8845
Alex Danilow;8846
DracoSoftware, LLC;8847
ForepawSoft;8848
SadSquare Studio;8849
PeanutButter VR;8850
Mana Wings;8851
Leiting Interactive;8852
Lofty Sky Entertainment Inc.;8853
Romans I XVI Gaming, LLC;8854
SkyKan;8855
Tallbeard Studios LLC;8856
Himeki Games;8857
"Rabbiton;StarAura";8858
Braincells Productions Inc.;8859
Weckr Industries;8860
Mute Canary;8861
Reflexive Entertainment;8862
zhangwenlu;8863
"Jamie Rollo;Tom Campbell";8864
D.W.S;8865
Gravity Games;8866
Gran Skrea Online;8867
IdeaX;8868
"Sproing;Neopica";8869
Crema;8870
Exozet Games;8871
Denis Rudoy;8872
"Imperium42® Game Studio;Dylan Hunt, ""Xblade"";Elsa Hunt, ""FieryElsa"";""Ellie"";Adityaraj Rukhane, ""Adiart""";8873
BisquitPlay;8874
Mudpike;8875
Jason Lovett;8876
WetWare / Games;8877
"Paper Pirates;rumata_lab";8878
Oscar Celestini;8879
GameDevCoop;8880
Angel Carriola;8881
Andiks LTD.;8882
Formslingers;8883
Justin Jimmo;8884
Creative Bytes Studios;8885
Juicy Melons Inc.;8886
Noble Fox Games;8887
Deep Shadows Games;8888
BefuddleBug;8889
Mega Cat Studios;8890
DUNEWORLD GAMES INC.;8891
Mark Radocy;8892
OmniStorm Gaming;8893
mibix;8894
Tunnel Vision Studio;8895
Avallon Alliance;8896
Cryobolt Interactive;8897
Rimware;8898
Oriplay;8899
Llama Software;8900
8-bit development llc;8901
MJ Lovegrove;8902
Doborog Games;8903
Chronobit Studios;8904
Andy Howard Games;8905
Asymmetric;8906
"GCRH;Daynar";8907
Top Evidence Studio;8908
PRIME WORKS Co.,Ltd.;8909
IzHard;8910
IKI STUDIOS, LLC;8911
Team Mariupolis;8912
Game Cooks;8913
DesktopPaints LLC;8914
The Vanir Project;8915
"Radin Games;Flynn's Arcade";8916
"Wannes Vanoyenbrugge;Jorn Segers";8917
IronBoundManzer;8918
Dark Inertia Studios;8919
juhbee;8920
Damian Schloter;8921
Dylan Latham;8922
Arcane Architect;8923
CREATIV GAME DEVELOPER LLC.;8924
LVGameDev LLC;8925
Radcroc;8926
Crania Games;8927
Dojo Games;8928
Electric Root;8929
Grimwood Team;8930
Rablo Games;8931
"Swimming Scorpions;MMEU";8932
Naev Team;8933
Gisa Ferreira;8934
Rightstick Studios;8935
The Ninth Art;8936
Ice World;8937
O.T.K Games;8938
Roman Revzin;8939
Haunted Tie;8940
Jan Zelený;8941
Assemble Entertainment;8942
Linked Dimensions;8943
"Insane Unity;Bidaj";8944
5th Planet Games;8945
Beep2Bleep.com;8946
LiMAVR;8947
"Catalope Games;No Studio in Particular";8948
Studio217, LLC;8949
The Battle for Wesnoth Project;8950
Applemint;8951
lemonvr;8952
Digdog Studio;8953
Weixi Studio;8954
"Sons Of Earth Games;Ariganu";8955
Whitefishgames;8956
Kremlingames;8957
Dream Real;8958
9 Eyes Game Studio;8959
IriySoft;8960
Lapusanu Patriciu;8961
Team Shuriken;8962
"izzYFoxDev;Panda2U";8963
Classroom Graffiti Productions;8964
Devespresso Games;8965
Rally Call Software;8966
Life Forge Team;8967
"Top Right Corner;Yarvo Productions;Paper Crane Games";8968
Adam Thompson;8969
Unwieldly Systems;8970
Pixel Perfect Dude;8971
Anti-Ded GameDev;8972
Energize Labs Inc.;8973
Unphysical Machinery;8974
eiNpictures;8975
Voidless Studios;8976
Pierre Brengues;8977
Hardy Games;8978
Jacob Janerka;8979
Osky Studios;8980
Payoff Technologies;8981
DGames;8982
Dustwind Studios;8983
Koth Studo;8984
Bad Coffee Games;8985
Relentless Game Studios;8986
Field Of Vision;8987
EcoGames;8988
Luxorix Games;8989
Trapped Team;8990
Lumen Labs;8991
oldnag;8992
KINGS GUARD GAMES;8993
Z9K Games;8994
Disruptor Beam Inc.;8995
Puresurface, Inc.;8996
The Voxel Agents;8997
Elven Workshop;8998
Infosuccess3d;8999
Fatmoth;9000
WarPI Games;9001
Brainagi Games;9002
Knightmare Games, Limited;9003
Ara Interactive;9004
the_dobrokot;9005
Pixel After Pixel;9006
Playrock Studios;9007
SVP;9008
Fancy Bear Games;9009
Phoenix Interactive Studio;9010
Armadillo Studios;9011
Moongate Digital;9012
World of Dex;9013
Tuttifrutti Interactive;9014
Kerry Fawdray;9015
"catbull;Omicron Games";9016
BattleGames;9017
productivity-boost.com;9018
HeX;9019
Nikita Kaf;9020
Weltrom Studios;9021
Invidious Studios;9022
Feperd Games;9023
Fivesyounger Development;9024
sleepy macaw;9025
Atara Games;9026
Teatime Research Ltd.;9027
GS;9028
Tomatotrap;9029
DynF/X Digital;9030
Janus VR, Inc.;9031
Mokomoto;9032
?????;9033
TreeView Studios;9034
Vlad Cristian;9035
JustForward;9036
Vague Pixels;9037
Outhouse Games;9038
NyanBlade;9039
Fosfatina Ediciones;9040
Mixed Reality Worlds;9041
Alex Hall;9042
EasyWays Team;9043
The Assembly Line;9044
Laush Dmitriy Sergeevich;9045
DarkShot Studios;9046
warka;9047
TPM.CO SOFT WORKS;9048
Monkeys Crowd Entertainment;9049
Kether Studio;9050
azimut team;9051
Narayan Games;9052
"Bonus Level Entertainment;Independent Arts Software";9053
JanduSoft S.L.;9054
2BAD GAMES;9055
Playsoft;9056
LiangDeZhao;9057
Matt Bitner Games;9058
Viraug;9059
Arcane Raise;9060
Meow Studios;9061
Yaeko;9062
We The Force Studios;9063
?ukasz Jakowski;9064
ds-sans;9065
"X-STREAM DIGITAL Co., Ltd.;PARSEC G.K.;DELTA MOON";9066
Pixel Prototype, LLC;9067
Team D-13;9068
free08Games;9069
"themorfeus;Junkhive";9070
Ian Williams;9071
Jovian Industries;9072
Timberwolf Studios;9073
"onomatope*;MiKandi Japan";9074
"Lingrimm;Natalie De Corsair";9075
ThankCreate Studio;9076
Spell Helix;9077
Dire Boar Games;9078
AO Games Studios;9079
Outer Rim Studios LLC;9080
Blender Games;9081
8bit;9082
Second Dimension R&T, LLC;9083
Omaj;9084
Kyvos Studios;9085
Notus Games Ltd;9086
Rodz;9087
Digital Upthrust;9088
ANASTASI SUKHONOSOVA;9089
Schoolfield Games, LLC;9090
Yobowargames;9091
Dalibor Kamnjanac;9092
@lukasinspace;9093
Winking Entertainment;9094
MadLab Games;9095
Sólfar Studios;9096
Three Frog Studios;9097
Brave Rabbit Games;9098
Nils Jakrins;9099
ghiboz;9100
Funomena;9101
Outer Brain Studios;9102
Betterburg;9103
Monster Couch;9104
weelco_vr;9105
ArteG;9106
PrimeBit Games S.A.;9107
Digital Sun;9108
Gunfire Games;9109
MrCiastku;9110
Heavy Kick Games;9111
"Square Enix;ArtePiazza";9112
Irisloft;9113
"Wix Games;MAD.com";9114
Ballistic Interactive;9115
TetedeBUG;9116
"Infogrames;Spiral House;THQ Nordic";9117
"Eurocom;THQ Nordic";9118
Fishmoose Interactive;9119
"Digital Reality;Grasshopper Manufacture;Gyroscope Games";9120
"Shot Second;Croteam";9121
Hovgaard Games;9122
"Saad Khan;Irfan Abbasi;Hassan Yawar";9123
"Aesthetic Interactive;Zach Kinstner";9124
Big Fun Games;9125
Phobetor;9126
Madbox Entertainment;9127
ExtraSaucySauce;9128
PotatoFaceGames;9129
AlternativaPlatform;9130
Moonz Studioz;9131
game 'o clock studios;9132
McKay;9133
Funsoft;9134
Zero Mass Energy, Inc;9135
Cat Nigiri;9136
JapanCo;9137
"RocketSnail;SkyVu";9138
Lindero Edutainment;9139
Hardtalk Studio;9140
Miryn Innovation;9141
aqwatron;9142
Hypersome Games;9143
UziGames;9144
Fungi In The Basement;9145
Red Skald;9146
Stormseeker Games;9147
Bully Innovation Group, Inc.;9148
ARTDINK CORPORATION;9149
AQURIA;9150
Optical Override;9151
Gaugepunk Games;9152
Player Of Music Technology Co.,Ltd;9153
TraxxGames;9154
Abyss Gameworks;9155
Robot Games;9156
"YarGri;EHTechnology";9157
Amilton Neves;9158
Eugeny Butakov;9159
The Shady Gentlemen;9160
The Archotek Project Team;9161
VRGEN;9162
"Square Enix;tri-Ace";9163
Okomotive;9164
"Liam Swetnam;Alex Swetnam";9165
Crash Wave Games Inc.;9166
JW, Kitty, Jukio, and Dom;9167
Ennui Studio;9168
Divine Games;9169
"Prismic Studios;Dano Kablamo";9170
Media Art;9171
New Orbit Games;9172
Ransacked Studios;9173
EvilCoGames;9174
Kogei;9175
Manufacture 43;9176
Mirum Studio;9177
Double Dice Games;9178
SenRufu Studios;9179
Ritual Games;9180
PacoProject;9181
Logan McClure;9182
Stas Shostak;9183
MoYi Technology;9184
Red Obsidian Studio;9185
LLC RIKOR IMT;9186
Teal Fire;9187
Transmedia Entertainment;9188
Output Games;9189
Odysseus;9190
Eden Agency;9191
Idea Cabin;9192
Nordic Trolls;9193
"Rebel Games;Team6 game studios";9194
Frog Factory;9195
Hero Blocks ApS;9196
Skeleton Crew Studios;9197
JeliLiam;9198
GameBubble06;9199
AncientSky Games;9200
Steel Arts;9201
scriptwelder;9202
Xitilon;9203
Andrei Romanov;9204
Eek! Games, LLC;9205
CloudWeight Studios;9206
Bambastic Games;9207
BeagleGames;9208
Solo Grind;9209
Booster Space;9210
Sakis25 Games;9211
3DIQ;9212
Spacelight Studio;9213
Nifty Productions;9214
MOKKOGRAD;9215
LaoniuStudio;9216
RAV3 Interactive;9217
Fireglow;9218
Dozen Minds OU;9219
Long Hat House;9220
The Cable Center;9221
DryGin Studios;9222
"Project ""The Game""";9223
CookieByte Entertainment;9224
Tinkertainment;9225
Solid Patterns;9226
Goldbar Games;9227
Stardog Games;9228
Rice Cooker Republic;9229
The Pulse;9230
"YummyYummyTummy;Mintsphere";9231
Lorraine Studio;9232
Luo Zhi En;9233
FoxLeap;9234
Cruel Byte;9235
Empyrean;9236
Subdream Studios;9237
Aleksandar Kuzmanovic Games Inc.;9238
Duskroad Games;9239
BySamb;9240
Interplay;9241
Corpix Games;9242
"Hologram Software LTD.;iCandy Games Inc.";9243
Hydra Interactive;9244
Volker Elzner;9245
Klassen Games;9246
Digital Cookie Co., Ltd.;9247
Kraken Bit;9248
Levall Games AB;9249
KURB;9250
"Jeremy Sebastiano;Matt Maurer";9251
Not A Company;9252
Dragon Wing Studio;9253
"Egidijus Bachur;Bartosh Polonski;Urte Milda Sirvinskaite";9254
Radiance Games;9255
Hexdraw;9256
"Frontier Developments;Asobo Studio";9257
Magic Dungeon Studio;9258
Sky Nite;9259
KFriske Studios;9260
BIG WOOD GAMES;9261
Deadbeat Productions;9262
EVERYDAYiPLAY;9263
Under The Bridge;9264
2Frogs Software;9265
Golden Frog;9266
Cuirass Entertainment Ltd.;9267
Symmetrical;9268
AmberTail;9269
Bonion Games;9270
MissingNo Studio;9271
Tiny Titan Studios;9272
Vulkano Forge;9273
Sonera Game Studio;9274
Class-X Games;9275
Paleno Games;9276
PigDogGames,LLC;9277
CWH Entertainment;9278
Electrocosmos;9279
Contec Games;9280
Jason Baird;9281
Hammer Games;9282
Bevan McKechnie;9283
Sunshine Games;9284
Frymore;9285
Metaverse Studio;9286
Obi-Wanya;9287
Game Troopers;9288
"Indiesquare;Mandelduck";9289
iVRstudio;9290
The Secret Location;9291
Aargle, LLC;9292
Gamexy;9293
Super God;9294
Leaning Tower Studio;9295
Pixelsplit;9296
VRAD, Inc;9297
Jake Hollands;9298
Brave Little Studios;9299
bonefrog;9300
EHTechnology;9301
Brilliant Game Studios;9302
Brantisky Interactive;9303
Jun Chul Park;9304
George Cook;9305
"Fisher Wagg;Simon Wagg;Aaron Taylor";9306
Pavo Studio;9307
Salvation;9308
Happy Robot Games;9309
Poly Poly Games;9310
Borokai Studio;9311
CodeBullet;9312
Arcturus;9313
YGGDRAZIL GROUP CO.,LTD;9314
Rockywood Studios;9315
Raptisoft;9316
Blue Sunset Games;9317
Life a Little;9318
Game Ever Studio;9319
Event Horizon;9320
Edgehill CGI;9321
Tencent Games;9322
"Storia;Narrator;SimonCreative";9323
DarkSun Studio;9324
ADhD Studios;9325
REX PEX GAMES;9326
Shortfuse Studio;9327
"Narrator;Storia";9328
Perfect Square Studios LLC;9329
Skylands Dev Team;9330
Prey Interactive;9331
Grave Danger Games;9332
Dual Heights Software;9333
Epic Works;9334
Norbert Palacz;9335
SlimeQ;9336
CASGames;9337
Corrie Green;9338
"jackstree;etoylab";9339
"Dragon Slumber;Brainoid";9340
crowgames UG (haftungsbeschränkt);9341
Geronimo Interactive;9342
OxPrimeStudio;9343
Sergiu Bucur;9344
"Starfish-SD Inc;mebius";9345
ID Card;9346
Valkyria;9347
Silver Machine Studios;9348
Appeal;9349
boxmyth;9350
Painted Sky Studios;9351
Robert Ferry;9352
mtb design works, inc.;9353
Gambreng Games;9354
Wolfgang Lueger;9355
Hunchback Studio;9356
Glyph Worlds;9357
NEZOS GAMES;9358
Feline Fuelled Games;9359
BRAINEART;9360
Tiny Pixel;9361
Mikhail Nevsky;9362
Stonebrick Studios UG;9363
Valynx Studio;9364
Tachyon Factory;9365
Business Mouse Studios;9366
MGP;9367
Palomino Studio;9368
VaNyuHa;9369
onebitbeyond;9370
Agar3s;9371
nanos GbR;9372
Ratloop Games Canada;9373
Unison Shift: Blossom;9374
Midwest Video Games;9375
Seacorp Technologies;9376
Ertal Games;9377
Outcorp;9378
Shockk;9379
"Jonas De Carvalho Felinto;Marcelo Eduardo Cabral";9380
Ghostbolt Games;9381
?? RedSpring;9382
5minlab;9383
Emanon Studios;9384
Green Moss Game;9385
"Stromsky;bumblebee";9386
Vertexherder;9387
The Cursed Revolver;9388
2DragonsGames;9389
Onur Vural and Leigh Christian;9390
"Peter Labick;Connor Laux";9391
Big Hit Games;9392
mahojigoku;9393
Beat Games;9394
Frame Interactive;9395
Cybernetic Walrus;9396
SOCO Games;9397
"Claudiu Kiss;The Irregular Corporation";9398
Larkon Studio;9399
Sodigital;9400
First Violin Games;9401
Picaresque Studio;9402
Sekai VR Ltd.;9403
Growl Interactive;9404
Touch Dimensions Interactive;9405
Gamestone Studio;9406
Ntroy LTD;9407
DeSync Studios;9408
Supergonk;9409
No Wand Studios;9410
Arcade Distillery;9411
4 Friends Games;9412
Three Gates AB;9413
Darkmatter Games;9414
Titmouse;9415
theConstructVR;9416
Amigo VR Studio;9417
Summer Media;9418
"VRNI Ltd;Kainos";9419
Mehan Games;9420
Asmodee Digital;9421
DreamGate;9422
Teletower Studios;9423
maxlvlgames;9424
Tephra Company;9425
Sombrero Way Studio;9426
Joey Drew Studios Inc.;9427
REAL Co.Ltd;9428
Hammerson Games;9429
Piece of Cake studios;9430
brutalsoft;9431
HALUNAZI GAMES;9432
Ametist studio;9433
CG-Interactive;9434
"postpunkpl;atabiszewski";9435
Yurif;9436
BrainStrainStudios;9437
Magic Masks Team;9438
Benjamin Outram;9439
Dalian Magical Storm Network Technology Co. Ltd.;9440
"2XL Games;Blitworks";9441
Neojac Entertainment inc.;9442
Centrosphere Game;9443
Themes_Daly;9444
Lukayson;9445
Immersive Artz;9446
"RCG;MyST";9447
KoheiGallery;9448
Carry Castle;9449
Viacheslav Bushuev;9450
Träumendes Mädchen;9451
"UniqueGames;Greencode";9452
Ticklersoft;9453
3y3.net;9454
What Pumpkin Games, Inc.;9455
EQ Studios;9456
Rocky Games;9457
Immergity;9458
HelloEnjoy;9459
Wisdom Tree;9460
POPSAUR;9461
AbstractGameStudio;9462
Post Mortem Pixels;9463
IMGNATION Studios;9464
Afterthought Games;9465
Illion Corp;9466
Edible Entertainment;9467
Designated Play Space;9468
Silhouette Wolf;9469
Static City Games;9470
MassDiGI;9471
Pastanaga Sideral;9472
Vadjra;9473
?dev;9474
Gunia Studios;9475
Elknight;9476
DimleTeam;9477
Cascade of Leaves;9478
Alpha Code Inc.;9479
Play:D;9480
Hars;9481
Grindstone Interactive;9482
Apapappa Games;9483
Household Games Inc.;9484
Shine World;9485
"Forever Young Games;Andrea Hochstein";9486
thecatamites;9487
CoolGame;9488
Monkeynetics;9489
Oh!WHATif Inc.;9490
Mad Labyrinth Studios LLC;9491
Dogwood Gaming;9492
Ultrabit;9493
SuneX Games;9494
Bellosoft;9495
Embryo;9496
"IllFonic;Psyop Games";9497
Toxodon Games;9498
Hanakai Studio;9499
paulstraw;9500
FURYU Corporation;9501
ObsessionSoft;9502
The Mill;9503
Tantawowa;9504
Further Beyond Studios;9505
Dnovel;9506
Binary Soul;9507
Intelligent Systems;9508
Strata Mixed Reality, Inc.;9509
Final Floor Studios;9510
Pill Bug Interactive;9511
Archon Interactive;9512
Studio Nihilominus;9513
inbetweengames;9514
Evradan;9515
Vitor Pêgas;9516
Nuostak;9517
SlinDev;9518
Brandon Dominguez;9519
"Tozai Games, Inc.;O-TWO inc.;ESQUADRA,inc.";9520
Absorbed Studios;9521
Anti Gravity Game Studios;9522
TALESSHOP Co., Ltd.;9523
ZemunBRE;9524
Impact Gameworks;9525
"Locomalito;Gryzor87;Abylight";9526
Czje;9527
Ideographer;9528
Platonic Partnership Ltd;9529
Try This At Home;9530
Synaptic Response;9531
Delusion Arts Entertainment, LLC;9532
Titanium Game Studios;9533
Fizzure Entertainment;9534
The Dashing Crate;9535
Bikkuri Software;9536
COR Entertainment, LLC;9537
??????????????;9538
Fatbot Games, s. r. o.;9539
Khundar;9540
WarpFrog;9541
NRVR Studios;9542
"Tozai Games, Inc.;O-TWO inc.";9543
SoraPrayer;9544
Beast, Inc.;9545
Light & Digital Technology;9546
??????;9547
Lion Games Co., Ltd.;9548
Oddly Shaped Pixels;9549
Paul Svelmoe;9550
weRplay;9551
Impostor Cat Games;9552
SPECIAL MAGIC GAMES, LLC;9553
Rotech Digital Ltd;9554
Digital Theory Ltd.;9555
"BEHEMUTT;Kishimoto Studios";9556
Studio Beast;9557
Sokay;9558
Playtinum;9559
R C Knight;9560
T4 Interactive;9561
"Clifftop Games;Faravid Interactive";9562
historia Inc;9563
Digital Realms Ltd;9564
teedoubleuGAMES;9565
"Michaela Laws;Ethan Nakashima";9566
Softwaves;9567
Act 3 Games, LLC;9568
Six Sided Square;9569
Redden;9570
"Ian Atherton;Ben Rog-Wilhelm";9571
Phuong Nguyen;9572
REDspace;9573
Ink Kit;9574
Perun Creative;9575
The Selenite Forge;9576
David Schneider;9577
GaluluGame;9578
Studio Pieplus;9579
DAR Studio;9580
Future Proof Games;9581
Nkt Studio;9582
SAINT-FUN INTERNATIONAL CO., LTD.;9583
Brainwash Gang;9584
Soleil Ltd.;9585
Gradoservice;9586
"Matthew Reed;James Raymond";9587
VolkDab;9588
Stormind Games;9589
Kim Niklas Schlüter;9590
"Blackmill Games;M2H";9591
Astralax;9592
"World Entertainment Studios, LLC;McLeodGaming Inc.";9593
Shanghai ThinkingBear Network Technology Co.,Ltd;9594
RuneHeads;9595
FrostbiteGames;9596
Inner World Games;9597
Davit Andreasyan;9598
Compot;9599
Falcon Development;9600
VR Features;9601
"Cristian Manolachi;Atomic Fabrik";9602
Ch.ZBK;9603
Re:Lab;9604
Bottino.Games;9605
Parallax Labs;9606
"Xitilon;Esdeer";9607
Cheerdealers;9608
SiCzech Arts;9609
Crystal Depths Studio;9610
CarX Technologies;9611
6waves;9612
Crazy Rocks;9613
Ovosonico;9614
Rortos Srl;9615
Wolf Pack;9616
Vulture Strike;9617
Tom Kitchen;9618
Blue Studio;9619
BearFighterDev;9620
Pixel Barons;9621
TEHO Games;9622
Kukouri Mobile Entertainment;9623
TinMoon Studios;9624
Andy Imm;9625
HOF Studios;9626
"Tristan Begin;Caleb Klomparens";9627
Cipher Hive;9628
Robot Circus;9629
Street Lamp Games;9630
GPM;9631
"Monstars Inc.;Resonair";9632
mangamengine;9633
SteelRaven7;9634
2645turquoise;9635
ReaverGames Ltd.;9636
Immersive VR Limited;9637
mikai inc.;9638
Freshfield Studios;9639
Combo Breaker;9640
Zen Relay Games;9641
Groove Science Studios;9642
Studio Trapcard;9643
PING YI LIN;9644
BlackTale Games;9645
Black Room Games;9646
Barracuda Disaster;9647
"Sonic Team;Hardlight";9648
Jellypig Games;9649
AeroLab Studios;9650
ShilohGames;9651
Kelly Studios;9652
LR Studio;9653
LongWu;9654
EVR Studio;9655
Hugecalf Studios;9656
Arrible;9657
Alpha Strike Games Limited;9658
Dinosaur Games;9659
Taba Games;9660
Hyper Games;9661
AQURIA Co., Ltd.;9662
"Norven Games;Kaan Köse";9663
SharkJaws, Blue Whale Games;9664
Cherry Bloom;9665
Super Dead LLC;9666
David Dimond;9667
Spark VR;9668
Shenzhen BeanVR Technology Co.Ltd;9669
Tendril Studio;9670
"Diego F Beltran;Mauricio Tunes;Luiz Zaiats;Danilo Nishimura";9671
Stitch Media;9672
LivinThing Studio;9673
Kolapo Oni;9674
Tibith;9675
PlaySide VR;9676
Bonfire Entertainment;9677
Emanuele Leoncilli;9678
Neko Climax Studios;9679
QRA-CS;9680
Viewport Studios;9681
Rocwise Entertainment;9682
Your Story Interactive;9683
frecle ApS;9684
Toasty Leaf AB;9685
JOL Studios;9686
idsibidsi games;9687
yyrGames;9688
Virtew;9689
"Gungrounds;Croteam";9690
"Traveller's Tales;TT Games";9691
Histogram Games;9692
SmellyRiver;9693
Levity Play;9694
Owlcat Games;9695
"Azorian;kron0s_alexey;Pavel_Balakin";9696
"Four5Six Pixel;Huey Games";9697
PartTimeIndie;9698
Moraes Studio;9699
Kalmia8;9700
Eric Neuman;9701
moBack;9702
The Drone Racing League;9703
Vashta Entertainment;9704
forever8pus;9705
Morganti Livio;9706
FitXR;9707
Battle Blockyverse Studios;9708
"Team17 Digital Ltd;Mouldy Toof Studios";9709
Hyperbook Studio;9710
Obscurasoft;9711
LastnOni;9712
Polyverse Studio;9713
Paper Plane;9714
Alexandr Borovikov;9715
Magesoft;9716
Hollow Tree Games;9717
StaplesVR;9718
PraGames;9719
EntroPi Games;9720
Italo Games;9721
"Red Bull Media House;Red Bull;Koffeecup";9722
"Little Moth Games;Akupara Games";9723
MKJ Interactive;9724
WISECAT;9725
G.Malta;9726
Skonec Entertainment;9727
Screaming Villains;9728
"Badim;Wedoyouplay";9729
Team Fugl;9730
Binji;9731
NinjaBee;9732
Secret Level SRL;9733
unknown;9734
IDALGAME;9735
b08;9736
Limbic Entertainment GmbH;9737
Team Firestorm;9738
Odd Branch Publishing;9739
Poltergames;9740
light;9741
KAGAMI WORKs;9742
Dieselmine;9743
"Arli Tuominen;Amelie Berthome;Joël Cancela Vaz;Kallan Dautriche;Malo Hilliard;Corentin Lheriaud;Bastien Ollivo;Arthur Pernot;Maxime Pointet;Fabien Quibreteau;Arttu Tuovinen;Augusto Gómez Eguíluz;Niall McShane;Michael Callaghan;Alan Bourhis";9744
"Phoenix3;Mr. L;Mr.T";9745
Indiecode Games;9746
Vladislav Vasilkov;9747
Silly Pill Studios;9748
Yaida;9749
Overgroup;9750
Null Activity;9751
Alcuria Games;9752
Urchin Games;9753
Dragons Eye Studio;9754
Light Road Games;9755
RobotKSR;9756
CreateVR;9757
Pawmigo Games;9758
Vikong;9759
Fantasia Studio;9760
oblomysh;9761
tri-Ace;9762
Kestrel Games;9763
Tydecon Games;9764
Pavel Kostin;9765
Consala Games;9766
Ignibit;9767
Phantom 8 Studio;9768
"Acuze Interactives;Winterbyte";9769
Nadya Primak;9770
Mind's Eclipse Interactive, LLC;9771
Studio HK;9772
ouka-ichi-mon.inc;9773
FinalBoss Games;9774
HARP;9775
Rebuff Reality;9776
Lite Microsystems;9777
"Jetdogs Studios;Whalebox";9778
Mega Crit Games;9779
Celery Emblem™;9780
Ivory Tower;9781
"MWC;David J. Franco";9782
Team B.R.O.S.;9783
.ez Games;9784
Fabio Cunha;9785
Imperia Online LTD;9786
Distorted Games;9787
Airborne Games;9788
High Wide;9789
"TT Games;Feral Interactive (Mac)";9790
Greater Studios;9791
Corroding Games;9792
WalkBoy Studio;9793
Polygon Dust Entertainment Ltd.;9794
dopagames;9795
Team & Target Game Studios;9796
Pixel Wonder;9797
KEMCO;9798
Dio Alias Games;9799
Fair Games Studio;9800
40Ggames;9801
like Charlie;9802
Level Evil;9803
"Olympic;SP";9804
Third Door Studio;9805
Funforge;9806
Snap Finger Click;9807
Redbeet Interactive;9808
Nick Helweg;9809
Egonaut Games;9810
DMT;9811
Time Robbers;9812
Jan-Fredrik Braseth;9813
Coding Caveman;9814
Miki Squadron Project;9815
Victory Lap Games;9816
Triple Tree Studio;9817
Ominous Entertainment;9818
Xefier Games Inc.;9819
Prime VR Inc.;9820
Whiskeybarrel Studios;9821
Kanda Technologies;9822
JUMP OR FALL;9823
KT Games;9824
FutureStateMachine;9825
Theodor Niklas;9826
XXXgames;9827
Blackthorn Media, Inc.;9828
Riposte Games & Co, Inc;9829
"Evgeny Apel;Pavel Rodionov;Ivan Ilchenko";9830
flapjax;9831
Team Jolly Roger;9832
Reto Kolly;9833
Trino Games;9834
Crasleen Games;9835
"Konami Digital Entertainment;Cygames, Inc.";9836
Goodwolf Studio;9837
GameArx;9838
Cleveland Mark Blakemore;9839
kikiyama;9840
Kinsei Games;9841
chaosikaros;9842
Pro Social Games;9843
"thiefbug;Nocthulus";9844
Graphium Studio;9845
Portal Entertainment;9846
Fly Dream Dev;9847
LongArm Interactive;9848
FastRolling;9849
SnagBox Studio;9850
HiTech Creations Inc.;9851
Lazylab Games;9852
Ventura Science;9853
VRLive;9854
Spoony Bard Productions;9855
Dudarev Alexandr Vladimirovich;9856
"Asmodee Digital;Playsoft;Z-Man Games";9857
Juggler Games;9858
"David Bohan;Jacob Alfaro;Nyles Avey;Wesley King";9859
Timuz Games;9860
Xavier Orion Games;9861
StarvingIndieDeveloper;9862
Team Wood Block;9863
Johnny Ostad;9864
Blue Newt Software;9865
Club Cotton Games;9866
Nicholas Backus;9867
Austin Boucher;9868
Quantum Productions;9869
Andrew Higgins;9870
Cargo Cult Gaming LLC;9871
Alexander Spillman;9872
Cool Breeze Games;9873
Jason Sadler;9874
Haunted Bees Productions;9875
Venomyth Game Studio;9876
Spitoufs;9877
EchoNineGames;9878
Oats Studios;9879
Nucleax;9880
"Alison M. Bailey;Chronos Development Studios";9881
Parsec Productions, LLC;9882
Apillo;9883
Rinober Games;9884
Baptiste Grève;9885
Brown Studios;9886
Smokey Moose Games;9887
ASA Studio;9888
Alakhaine Specialist Consulting Limited;9889
"Brian Lancaster;Laughing Coyote Software";9890
Lundar Games;9891
Owlgorithm;9892
Biome Collective;9893
Team Neetbytes;9894
Tsunehiko Shimazu;9895
Influx Interactive;9896
Mocove Studio;9897
Hariharan S;9898
James Petty;9899
Unikgame;9900
LaboryStudio;9901
Pedro Castro Menezes;9902
Jenny Bee Presents;9903
Endwise;9904
Fletcher's Games;9905
Michael Squirrel;9906
Team Ninja Thumbs;9907
Escape VR LLC;9908
Marker Limited;9909
Kuni Higuchi;9910
Matt Frank;9911
"Anatola Howard;Duncan Cross";9912
CakeEaterGames;9913
Spike Nail Studio;9914
Hyeson;9915
"Hojo Studio;Deepforge Studio";9916
Colorful Games;9917
Gravity Whale Games;9918
Polovey Alexander;9919
William Cheek;9920
