developer;developer_id
The Artistocrats;2125
Big Pixel Studios;2126
Videocult;2127
Landon Podbielski;2128
NEXT-SOFT+;2129
SMG Studio;2130
Psychotic Psoftware;2131
"Square Enix;DotEmu SAS.";2132
"Aspyr;Quantic Dream (original release)";2133
ViWo Games;2134
Up Multimedia;2135
Ilex Games;2136
Lemondo Entertainment;2137
Shark Punch;2138
Beam Team Games;2139
Flat Earth Games;2140
TAD Productions AB;2141
Crimson Cow;2142
Dream Up;2143
David OReilly;2144
Screwy Lightbulb;2145
Project ICKX;2146
Cross Eaglet;2147
Experimental Gamer Studios;2148
On The Level Game Studios;2149
FrameLineNetwork Kft.;2150
"Hourences;Grip Games";2151
"TT Games Ltd;Feral Interactive (Mac)";2152
Love in Space;2153
Winged Cloud;2154
"KAIKO;Neon Studios";2155
Gabriel Priske;2156
Autumn Moon;2157
Galhmac Game Studio;2158
DragonSix;2159
Mokus;2160
"Dan  Walters;Ceri Williams";2161
Bluestrike;2162
Metalhead Software Inc.;2163
Rampant Games;2164
Microsoft Game Studios;2165
CAVE Interactive CO.,LTD.;2166
Archetype Global;2167
Sanuk Games;2168
Elliptic Games;2169
Skatanic Studios;2170
Bernt Andreas Eide;2171
FobTi interactive;2172
Imaekgames [Imaek Limited];2173
gnifrebel Games UG;2174
Caravel Games;2175
"Ludeme Games;Sirlin Games";2176
W3 Studios;2177
Duaik Entretenimento;2178
Hearthfire Studios;2179
Chromatic Dream;2180
Winged Pixel Inc.;2181
"Guilherme Nunes Barbosa;Lennie Svensson;Morgan Andersson";2182
Mobot Studios, Inc;2183
Tangrin Entertainment;2184
Minicore Studios;2185
The Paper Robot;2186
Gamesare;2187
TwoPM Studios;2188
Just Add Water (Developments), Ltd.;2189
"Comcept;Inti Creates";2190
"Polynetix Studio;WIWD Development";2191
Nexus Game Studios;2192
Proscenium;2193
Noble Master LLC;2194
2SD;2195
JosPlays;2196
Strides Interactive;2197
MiniVisions;2198
Pixelz Games;2199
Bluebutton Games;2200
Oruji Productions;2201
Gaddy Games;2202
Backstab Games;2203
alpha six productions;2204
"RichMakeGame;Colin Northway";2205
Moss Co., Ltd.;2206
minori;2207
Patrice Meneguzzi;2208
FourbitFriday;2209
Ekuator Games;2210
Enitvare;2211
Interbellum team;2212
N94Games;2213
Stainless Games Ltd.;2214
Pentavera;2215
Etranges Libellules Studios;2216
Polar Bunny Ltd;2217
Sumo Digital Ltd;2218
Harmonix Music Systems, Inc;2219
Eurocom;2220
Papaya Studio;2221
Cybertime System;2222
Nordcurrent;2223
Great War Team;2224
Sarepta studio;2225
"Alan Hazelden;Benjamin Davis";2226
Force Of Habit;2227
VisualArts/Key;2228
GammaLateral;2229
One-bit Punch;2230
AlphaNuts;2231
Calvino Noir Limited;2232
Jae Lee Productions;2233
Dynamic Games;2234
Fledermaus;2235
GameCoder Studios;2236
Ghost Machine;2237
Camouflaj;2238
Cross-Product;2239
"Alasdair Beckett-King;Application Systems Heidelberg";2240
Double Action Factory;2241
REMIMORY;2242
GameArt Studio GmbH;2243
Cosmic Cow LLC;2244
Qwiboo Ltd;2245
The Secret Pie;2246
Shawn Beck;2247
Warlock Arts;2248
REEW GAMES;2249
Gambrinous;2250
GAME ARTS Co., Ltd.;2251
"AMA;Mando Productions";2252
Basecamp Games;2253
Tavern Games;2254
Fakedice;2255
Axyos Games;2256
Heartbit Interactive;2257
Odin Game Studio;2258
Convoy Games;2259
Nexeon Studios;2260
PIPE Studio;2261
Gamestar;2262
"Tomi Maarela;Elias Viglione";2263
Wonderful Tree Studio;2264
Nerve Software LLC;2265
Grynsoft;2266
Traptics;2267
The Molasses Flood;2268
vertex4 entertainment ltd.;2269
Coreplay;2270
Z-Software;2271
Vinci Games;2272
Griptonite Games;2273
Jochen Mistiaen;2274
Juggernaut Games;2275
Snapshot Games Inc.;2276
High Impact Games;2277
Sam Albon;2278
Tasty Stewdios LLC;2279
Ripatti Software;2280
Yatagarasu Dev Team;2281
Disney Interactive;2282
4Realms;2283
Disparity Games;2284
Shortbreak Studios s.c.;2285
electrolyte;2286
MobileBits;2287
"DONTNOD Entertainment;Feral Interactive (Mac);Feral Interactive (Linux)";2288
"HANBITSOFT, INC.;IMC GAMES CO.,LTD.";2289
Iridium Studios;2290
bumblebee.;2291
LinkSolutions Ltd.;2292
Alex Piola;2293
Rival Games Ltd;2294
CAVYHOUSE;2295
Mårten Jonsson;2296
"Funselektor Labs Inc.;FlippFly";2297
ONE MORE LEVEL;2298
Red Dot Games;2299
Homa Design;2300
Delphine Software;2301
All Those Moments;2302
Chasing Carrots;2303
Mixel;2304
Sonalysts Combat Simulations;2305
Playdek, Inc.;2306
Chocolate Liberation Front;2307
Milky Tea Studios;2308
URSE Games;2309
M2 Co.,LTD;2310
Deadghost Interactive;2311
Swordtales;2312
Cinemaware;2313
Fugazo;2314
BS1 & BSL Team;2315
Transcendent Games;2316
Sascha Hartleb;2317
SDP Games;2318
Digital Melody;2319
Mad Ram Software;2320
"Sujin Ri;Marcos Arroyo;Seona Lee;Somi Lee;Sohyeon Jeon";2321
James Mearman;2322
Sub Orbital Software;2323
"Circle Five Studios;Pub Games";2324
Midnart;2325
Nordic Legacy;2326
Supra Games;2327
WarfareSims;2328
Hammerware, s.r.o.;2329
Daniel Linssen;2330
Snack Games;2331
Brain Bombers;2332
Maus Software;2333
Vine;2334
IDHAS Studios;2335
Jesse Makkonen;2336
Zeppelin Studio;2337
Cubic Pie;2338
Limbic Entertainment;2339
Swagabyte Games;2340
"Batterystaple Games;Fire Hose Games";2341
RobTop Games;2342
"Crazy Monkey Studios;Claeysbrothers";2343
"Nihon Falcom;Mastiff";2344
IF Studios;2345
MouldyMattress;2346
Yanim Studio;2347
Loveshack Entertainment;2348
SUPERHOT Team;2349
Crispon Games;2350
Keys of Nine Entertainment;2351
"Acquire;Zerodiv";2352
FiolaSoft Studio;2353
Alkemi;2354
Indimo Labs LLC;2355
GabberGames.com;2356
Hammerfall Publishing;2357
Paul Cuisset;2358
Artefacts Studio;2359
YETi CGI;2360
Choice Provisions;2361
Nuke Nine;2362
Good Games;2363
iMaxGen;2364
Reflections, a Ubisoft Studio;2365
Question;2366
EXE-CREATE;2367
DIMPS;2368
"CorypheeSoft;DigitalEZ";2369
Thunder Lotus Games;2370
Rotateam;2371
One Legged Seagull;2372
Incandescent Imaging;2373
Glitchy Pixel;2374
Shining Gate Software;2375
Those Awesome Guys;2376
"PlayWay;Si7";2377
Gamious;2378
JIW-Games;2379
FX Game Studio;2380
Duelboot;2381
Multi-Dimensional Games (Studio of ThoughtSTEM, LLC);2382
Blue Label Studio;2383
AtomicTorch Studio;2384
Polygon Art;2385
Juniper Games;2386
TheShortAndTheTall;2387
"Nine Tales Digital;Bolt Creative";2388
Nine Tales Digital;2389
Princesseuh;2390
Wonderstruck;2391
"343 Industries;Vanguard Games";2392
Tom De Roeck;2393
"Relic Entertainment;THQ Nordic";2394
Sector3 Games;2395
ODD Games;2396
Lexis Numerique;2397
Reakktor Studios;2398
Toasty Games;2399
Smack Down Productions;2400
"Angels Blue Digital Entertainment;DigitalEZ";2401
Team Flow;2402
Zotnip;2403
Wildgrass;2404
Funktronic Labs;2405
Copybugpaste;2406
Metaware Limited, LLC;2407
Skydome Entertainment;2408
Red Katana;2409
"Mighty Rabbit Studios;Relevant Games";2410
Drakkar Dev;2411
"Levels or Lives;Super Fun Games";2412
Slick Entertainment Inc.;2413
Knitted Pixels;2414
Little World Studio;2415
Studio Whisky Tango Inc.;2416
Portalarium;2417
Jetdogs Studios;2418
AIGRIND;2419
Chimera Entertainment;2420
Tasharen Entertainment Inc.;2421
kChamp Games;2422
Mind Crew;2423
MoeNovel;2424
"Ste Curran;Twistplay";2425
BigBlaze Games;2426
Atmosphere Entertainment Studios;2427
"Rodeo Games;Twistplay";2428
With The Love Studios;2429
AHEARTFULOFGAMES;2430
Straywire;2431
"David Hensley;Alex Quick";2432
Ultravision Interactive;2433
251 Games;2434
Bits & Beasts;2435
Black Eye Games;2436
Space Boat Studios;2437
Google;2438
Timeslip Softworks;2439
Reload Games Studio;2440
Super Icon Ltd;2441
Subscience Studios;2442
ClickShake Games LLC;2443
bitHuffel;2444
Mr. Podunkian;2445
Gatling Goat Studios;2446
Orthogonal Games;2447
rdt.32;2448
V5 Play;2449
Dreadbit;2450
Skymap Games;2451
Lavaboots Studios;2452
Sigtrap;2453
"Epic MegaGames;Vision Software";2454
MPS Labs;2455
DigitalWorldEntertainment;2456
Muteki;2457
Turbo Pixel Studios;2458
Raymond Doerr;2459
Quickfire Games;2460
Lostwood;2461
Crenetic GmbH Studios;2462
MicroProse Software, Inc.;2463
Accolade, Inc.;2464
"Cyberlore Studios, Inc.;Accolade";2465
Retro Dreamer;2466
Double Eleven;2467
Quaternion Studio;2468
Johnny Death Games;2469
Raylight Games;2470
Mission Critical Studios;2471
Bloodwolf Studio;2472
Black Shell Games;2473
Alternative Software Ltd;2474
Red Hedgehog;2475
Wayward Design;2476
"Crescent Moon Games;Cinopt Studios";2477
Zach Kehs (SunnyKatt);2478
Essence Ltd.;2479
Hydro Games;2480
"Chris Hecker;John Cimino";2481
Infinity Plus 2;2482
Anisoptera Games;2483
Ramjet Anvil;2484
Aegon Games;2485
Animus Interactive Inc;2486
"nalothchris;swanee734";2487
Rezoner;2488
Marsbound;2489
Carbon;2490
Undead Labs;2491
Sonic Team;2492
West Dragon Productions DR;2493
MAGES. Inc.;2494
MLB.com;2495
Ozark Softscape;2496
Accolade, Inc;2497
TNT Team;2498
David Szymanski;2499
"Chris Chung;Fire Hose Games";2500
DragonHead Studio;2501
Electric Succubi;2502
Simon Says: Play!;2503
Mirko Seithe;2504
Pastagames;2505
Frozen District;2506
YFYX GAMES;2507
Top3Line s.r.o.;2508
"GAME ARTS Co., Ltd.;SkyBox Labs";2509
OKAM Studio;2510
LuGus Studios;2511
"Romenics;Artaani;Riya";2512
Exquisite Games;2513
Blot Interactive;2514
Attract Mode Games;2515
C3SK;2516
Lighthouse Games Studio;2517
Particle Systems Ltd.;2518
Parody Games, LLC;2519
Serenity Forge;2520
XMPT Games;2521
On Target Simulations;2522
Tammeka Games;2523
MidBoss, LLC.;2524
Move Games Co., Ltd.;2525
Brave Giant LTD;2526
Beenox;2527
TURBOGUN;2528
Daniel Davies;2529
"Adventure Mob;Corbomite Games";2530
Rude Ghost;2531
xinoro;2532
Encryptique;2533
Hoplon;2534
WINGED SAKURA GAMES;2535
Daniel Gill;2536
Kinto Games LLC;2537
KnowWonder;2538
Soviet Games;2539
Thomas Brush;2540
Hesketh Studios Ltd;2541
Moondrop;2542
FlexileStudio;2543
Neon Serpent LLC;2544
Torus Games;2545
Fourattic;2546
Asobo Studio;2547
No Bull Intentions;2548
Forgotten Key;2549
PlayWay SA;2550
Earthworm Games;2551
Spellbound AG;2552
Barking Dog Studios;2553
Glowforth;2554
JumpStart Games, Inc.;2555
Thomas Happ Games LLC;2556
Aurelien Regard;2557
Rainbow Studios;2558
"TT Games;Traveller's Tales";2559
"Q-Games Ltd.;Double Eleven";2560
BrashMonkey;2561
Awoker Games;2562
Mythical City Games;2563
Neon Deity Games;2564
Furiously Inactive Games;2565
Fayju;2566
"Dreadlocks Mobile;Silicon Jelly";2567
Delve Interactive;2568
oophok;2569
Fairytale Distillery;2570
Bogdan Sychkov;2571
"Ratz 'N' Godz;Storybird Games";2572
Thrillion;2573
"Force Of Habit;Clockwork Cuckoo";2574
Paper Games;2575
Black Lime Studio;2576
Hot Lava;2577
blamedrop;2578
Silverware Games, Inc.;2579
Glowstick Entertainment;2580
"Demesnegame;Composer-Motorin Dmitry (Djinotan)";2581
Mykhail Konokh;2582
XPEC Entertainment Inc.;2583
Animu Game;2584
Physmo;2585
"Thomas Biskup;Jochen Terstiege;Zeno Rogue;Krzysztof Dycha;Lucas Dieguez";2586
Beldarak Games;2587
"Project Whitecard Studios Inc.;NASA (Some Models)";2588
Chaphat;2589
Wolfgame;2590
White Birds Productions;2591
Team Replay;2592
Leikir Studio;2593
Subaltern Games, LLC;2594
Insomniac Games;2595
NEKO WORKs;2596
Ironcode Gaming;2597
"Jsmael Stieger;Manuel Stieger;Andreas Stieger";2598
DFour Games;2599
Nooner Bear Studio;2600
Five Archers Games;2601
Thoughtshelter Games;2602
10x10 Room;2603
Shadow Masters;2604
Gadget Games;2605
Rubycone;2606
Golden Ruby Games;2607
Pencil Test Studios;2608
amulware;2609
Causal Bit Games Inc.;2610
Clapfoot;2611
BlankMediaGames;2612
Fastermind Games;2613
Eastasiasoft Limited;2614
"Beyond-Limits-Games;FCG";2615
Endeavor One Inc.;2616
Mi-Clos Studio;2617
Gnomic Studios;2618
David Erosa;2619
Sean Davy;2620
Autotivity Entertainment;2621
Ghost Crab Games;2622
Black Chicken Studios, inc.;2623
Zero-K Team;2624
Villa Gorilla;2625
New Life Interactive, LLC;2626
Ryan Javanshir;2627
OhNoo Studio;2628
Maltakreuz;2629
Virtual Racing Industries Ltd.;2630
"Daniele Giardini;Isak J Martinsson";2631
iosoftware;2632
Whalenought Studios;2633
Gameguyz;2634
Tazigen Clock;2635
Frost Earth;2636
Atelier 801;2637
TREND, Softpro;2638
Kylotonn;2639
Exe Games Inc.;2640
Omniconnection;2641
Rabid Design Studios;2642
Bubble Head Games;2643
Garden Knight Games;2644
roseVeRte;2645
Dingaling;2646
KURONEKO SOFT;2647
Dylan Loney;2648
SoftStar;2649
Blazing Griffin;2650
Cabygon;2651
Black Cloud Studios;2652
Quantumfrog;2653
Fasaria Works;2654
SuperChop Games;2655
Aesir Interactive;2656
Every Single Soldier;2657
PolarityFlow;2658
Headless Wizard;2659
Celeris;2660
QuadraTron Games;2661
Spiderwork Games;2662
Radioactive-Software;2663
Evil Aliens;2664
Brainseed Factory;2665
Kisareth Studios;2666
Sergio & Simon;2667
Colonthree Enterprises;2668
"Toadman Interactive;Fatshark";2669
Blue Byte;2670
"Daniel Ritchie - Squirreldome.com;Philip Staiger - TheBest3D.com";2671
Fresh3D;2672
Shifty Chair Games;2673
iconical Ltd.;2674
1C Wireless;2675
Fair Play Labs;2676
"Eidos Montreal;Feral Interactive (Linux);Feral Interactive (Mac)";2677
Dimmdrive Inc.;2678
MDNA Games;2679
Handelabra Games Inc.;2680
FuturLab;2681
MeDungeon Ltd.;2682
John Lawrence;2683
Greg Sergeant;2684
Galaxy Gate;2685
Light Echo;2686
Ludo Land;2687
InvertMouse;2688
Zeke Virant;2689
Kikiwik Games;2690
Black Lab Games;2691
Zero Dollarz;2692
Jonas Kyratzes;2693
Squatting Penguins;2694
Black Curtain Studio;2695
"Sujin Ri;Yunjeong Yun;Hyein Go;Minsu Ock;Marcos Arroyo;Seona Lee;Sohyeon Jeon";2696
Zeiva Inc;2697
Eforb;2698
PHL Collective;2699
Warfare Studios;2700
WisdomTools;2701
Arran Langmead;2702
BSK Games;2703
Zoo Corporation;2704
Hello There AB;2705
HeroCraft Krasnodar;2706
Lino Slahuschek;2707
[geim].pro;2708
Retrific;2709
HappyGiant;2710
Vidroid;2711
Cardboard Keep;2712
The Bitfather;2713
Vennril;2714
Charyb Games;2715
SDEnterNet;2716
"DM Media;Dark Computer Entertainment Ltd.";2717
The Future Of Videogames;2718
Huy Phan;2719
Moon Spider Studio;2720
"Alawar Entertainment;Toyman Interactive";2721
"Michael Kissinger;Marco Hulden;Shaun Egan;Joshua Marks;Denys Ovsiannykov";2722
Ya2;2723
Red Herring Labs;2724
Green Sauce Games;2725
Fictiorama Studios;2726
Cornfox & Bros.;2727
Fragment Production Ltd.;2728
Straight Right;2729
Rock Paper Games;2730
S2 Games;2731
Snails Animation;2732
Spooky Cat;2733
Blackfire Games;2734
Devoga;2735
Sometimes You;2736
Dapper Swine;2737
Global Empire Soft;2738
Tom Johnson;2739
N-Fusion Interactive;2740
Wither Studios;2741
KIXEYE;2742
Joycity;2743
Dissident Logic;2744
WHOA!;2745
Image Space Incorporated;2746
HuniePot;2747
MP Game Studios;2748
House of Tales;2749
Studio TeamShuriken;2750
Defroids team;2751
Bob;2752
Playboom;2753
Doyodo;2754
Wise Owl Studios;2755
Halfbus;2756
AlteredPlanets;2757
Brain and Nerd Ltd;2758
TRI.G;2759
David Newton;2760
Random Seed Games;2761
Nicolas Pierre-Loti-Viaud;2762
Johan Aronsson;2763
MGP Studios;2764
Fancy Fish Games;2765
Carmine T. Guida;2766
Jake Huhman;2767
Alex Jedraszczak;2768
Momiji Studios;2769
Ogopogoid Entertainment;2770
Don Whitaker;2771
Lei;2772
Brian Cullen;2773
SeattleEgg;2774
Pixellore;2775
Fellstrike Games;2776
Chris McFarland;2777
JAVELIN OÜ;2778
Peter Hrdy;2779
Sun-Studios;2780
Matthew Jennings;2781
Immunity Studios;2782
DarkArts Studios;2783
Running Pillow;2784
Orangepixel;2785
Terminal Press;2786
Bytebin;2787
Desktop Daydreams Studios;2788
Rectangle;2789
Snipefish Entertainment;2790
The Conjurer's Tower;2791
Backward pieS;2792
4-Panel Footprint;2793
Eggcode;2794
Benjamin Lapid;2795
"Argonauts Interactive;Collectif Nemoïd";2796
Strategiae;2797
"Mikeypoo's Games;Roger Levy";2798
Brucefilm;2799
Hyde Games;2800
Battenberg Software;2801
Leslaw Sliwko;2802
"Artisiti;Studio Vrtinec";2803
Greeny Games Studio;2804
Pyrosphere;2805
Lesley Dodd;2806
Pringo Dingo Games;2807
HCP Games;2808
SERIOUS*IMPACT WORKS;2809
Tyrone Hunt;2810
Anteater Games;2811
Outer Grid Games LLC;2812
Zanrai Interactive;2813
Axel Shokk;2814
"Artur Games;Music by Darkman007";2815
Unterrainer Informatik OG;2816
Fungameco Ltd;2817
Forcequitapplicatons;2818
Mark Chong;2819
Loading Home;2820
Locomotivah;2821
Eat Create Sleep;2822
Invictus Games Ltd.;2823
FirstForever Studios;2824
Henchman & Goon;2825
Playful Art, LLC;2826
Steel Crate Games;2827
Red Head Games;2828
"Maxwolf;Fox";2829
Game Freak;2830
"Tyler Rogers;David Colson";2831
Creatio 49;2832
NuclearFirecracker;2833
Destructive Creations;2834
Sillysoft Games;2835
CivilSavages;2836
Major Games;2837
Supreme Clans Entertainment;2838
Atrax Games;2839
Hitpoint Games Ltd.;2840
Lightbulb Crew;2841
"Vertigo Games;Jaywalkers Interactive";2842
"Vertigo Games;Wolfdog Interactive";2843
Piranha Games Inc.;2844
Lazy Bum Games;2845
Brainshape Games;2846
DGform;2847
Flying Mollusk;2848
Still Running;2849
"Leonard Menchiari;IV Productions";2850
earrgames;2851
Hanabira;2852
Blowfish Studios;2853
Brushfire Games;2854
Machine 22;2855
"Thomas Christof;Giovanni Rotondo;Thomas S.";2856
Magic Pants;2857
SecuritySession.com;2858
Eyemobi Ltd.;2859
David Stark;2860
GameUS Inc.;2861
"Jetdogs Studios;Zoom Out Games";2862
Zeno Rogue;2863
Triangle Studios;2864
Quadro Delta;2865
Bail! Enemy Jet!;2866
Geek Sloth Games;2867
Brain Seal Ltd;2868
LucasGame;2869
Christopher Cinq-Mars Jarvis;2870
Crystal Dragon;2871
Juicy Beast;2872
Elder Game, LLC;2873
"Sachonski;Renamilanesi;Sith";2874
MovingBlocks;2875
Total Monkery;2876
Jundroo, LLC;2877
baKno Games;2878
AWE Games;2879
Dream Within;2880
Peter Hann;2881
"Good Day Games;NYX Digital";2882
Vital Games Ltd;2883
StephenAllen;2884
ZeroBit Games;2885
StaudSoft;2886
BBQ Games;2887
Alawar Dreamdale;2888
Them Games;2889
Nevosoft;2890
M2H;2891
Pixel Elephant;2892
MAGICS;2893
Dima Kiva;2894
IMGN.PRO;2895
Luden.io;2896
Enzo Whyte;2897
Lawrence Russell;2898
Creobit;2899
Lord Kres;2900
Dot Dream;2901
Acido Cinza;2902
Pepi Games;2903
Tactic Studios Inc.;2904
Kursed Studios;2905
Allicorn Games;2906
Solecismic Software;2907
Guru Games;2908
Fallen Tree Games Ltd;2909
[bracket]games;2910
MOONSTONE;2911
Code}{atch;2912
Grey Dog Software;2913
Photon Arena;2914
Twice Circled;2915
Emmanuel Salva Cruz;2916
Conflux Games;2917
"NeFARiOUS Dimensions iNteractive;nDi";2918
Miguel Lleras;2919
OBLONE Software;2920
"Thomas Schreiter;Dirk Schreiter;Jörg Winterstein;Peer Draeger;Gereon Bartel";2921
Fluffy Kitten Studios;2922
Ayrik;2923
Robert Dahlenburg;2924
Wyse Games;2925
Moonlight Mouse;2926
Great Cogs;2927
Psytec Games Ltd;2928
Dingo Games;2929
Chaos Industries;2930
Akçay Karaazmak;2931
Charybdis Ltd;2932
"Nvizzio Creations;Meridian4";2933
Home Groan Games;2934
"KPy3O;Noostyche";2935
Skobbejak Games;2936
Fifth Column Games;2937
Triple Eh?;2938
Specialbit Studio;2939
Frontwing;2940
Hanaji Games;2941
Echo Tokyo Games;2942
Sinister;2943
"Pocket Games;Fluid Games;GodSpeed Games";2944
Synset;2945
ArtemizGame;2946
Spiderling Studios;2947
Page 44 Studios;2948
Squirrelbot Games;2949
"Studio Wildcard;Instinct Games;Efecto Studios;Virtual Basement LLC";2950
Spasman Games;2951
TCHOW;2952
DropDGames;2953
Mayhem Games USA;2954
Fermenter Games;2955
Dust Scratch Games;2956
Rainbow Games;2957
Jan Zizka;2958
Red Dwarf Games;2959
Reperio Studios;2960
Heliocentric Studios;2961
Weird and Wry;2962
"Mido Basim;Danny Wei";2963
Blaze Epic;2964
Red River Studio;2965
Mana Games;2966
Web Interactive Solutions;2967
NukGames;2968
Cylne;2969
Sandbox Games;2970
Felix Wunderlich;2971
Raxi Petrov;2972
Peter Lacalamita;2973
"peakvox;O-TWO inc.";2974
Retora Games;2975
ProtoMasons.com;2976
Hammerspace Games;2977
Windmill Games;2978
Antiproto;2979
Clarus Victoria;2980
Ignition Games Inc.;2981
Jerseyware Gaming;2982
Dez;2983
PolyKnight Games;2984
Burnt Fuse;2985
HyperDrive Games;2986
"Cyanide Studio;Umix Studios";2987
Wild Sphere;2988
Pixelnest Studio;2989
Sim155 Limited;2990
Sheado.net;2991
Super Mega Team;2992
SoftWeir Inc.;2993
"Jetdogs Studios;Fineway Studios";2994
"Deco Digital;Bevel Studios";2995
Philip Royer;2996
Alder Games;2997
Back To Basics Gaming;2998
LiveItGames LLC;2999
Studio Forge Ltd;3000
???????;3001
Crimson Owl Studios;3002
Crian Soft;3003
Thorsten Schleinzer;3004
"IF Games;Vertigo Games";3005
Snowrunner Games;3006
rest.less Games;3007
Holgersson Entertainment;3008
Blossom Games;3009
"Idea Factory;Compile Heart";3010
Team Fractal Alligator;3011
Smoodlez;3012
Spiele-Palast GmbH;3013
Behtam Developer;3014
Dagestan Technology;3015
Dedication Labs;3016
Nimble Tools;3017
"Mercury Stone;Angels Blue Digital Entertainment;DigitalEZ";3018
Nonadecimal Creative;3019
4Bit Games;3020
CCCP;3021
RunServer;3022
JoyBits Ltd.;3023
Anothink;3024
Fantasy Flight Games;3025
Dennis Esie;3026
Shield Break Studios;3027
Praxia Entertainment Inc;3028
NickySwan;3029
Mindwedge;3030
AGO Games;3031
Millenium Project Enterprises;3032
DarkStar Games;3033
Piao Jingfu;3034
pheenix93;3035
Brilliant Blue-G, LLC;3036
iEntertainment Network Inc;3037
SoftPlanet;3038
"Tiny Colossus;Ciro Continisio";3039
MyDream Interactive, Inc;3040
Anvate Games;3041
Gamieon, Inc.;3042
Manifesto Game Studio;3043
Instant Kingdom;3044
Viperante;3045
Galactic Bits, Inc;3046
Fat Loot Games;3047
Alice & Smith;3048
Eridani Games;3049
Nuclear Strawberry;3050
Littlewitch;3051
Erotes studio;3052
Pixel Theory Games;3053
Morozov Sergey;3054
Craze Creative Studios;3055
Ian Isaro;3056
+Mpact Games, LLC.;3057
TBA Games;3058
"Yohan Launay;Frederic Gaillard";3059
Baller Industries;3060
UnexEvo;3061
Jamhammer Games Inc.;3062
T3 Entertainment;3063
Hunter Hamster;3064
Five Cubed;3065
Kajak Games;3066
m07games;3067
"CS Squared Games;Among Giants";3068
Midnight Oil Games, LLC;3069
Spicy Horse Games;3070
"Arvi Teikari;Roope Mäkinen";3071
MachineGames;3072
Subaltern Games;3073
Moment Studio;3074
Giant Spacekat;3075
Phoenix Studio;3076
Lee Page;3077
"The Third Floor, Inc;The Virtual Reality Company";3078
Visual Imagination Software GbR;3079
Si7;3080
PIXYUL;3081
Dingo Dango;3082
GoodVole;3083
Yokcos;3084
L?K CO., LTD;3085
Awfully Nice Studios;3086
Kasaa Solution;3087
Gametek Brasil;3088
Vionsoft;3089
Guard Crush Games;3090
Cococucumber;3091
Luminy Studios;3092
Cantina Games and Entertainment, Inc.;3093
Grey Alien Games;3094
Ellada Games;3095
Reactor Zero;3096
Games With Dragons In;3097
C63 Industries;3098
Lord Eglathia;3099
Abnormal Software;3100
Renegade Sector Games;3101
Beast Games;3102
TB Games;3103
Jötunn Games;3104
Neckbolt;3105
FallenMaster;3106
"Amidos;Big O;Bauer";3107
CyberphobX;3108
NodziGames;3109
Hellscape Games;3110
Theory Georgiou;3111
Holy Priest;3112
My Owl Software;3113
"Sami Maaranen (creator);Erkka Lehmus (co-designer)";3114
"Idea Factory;Compile Heart;Felistella";3115
"Chad Close;Kyle Weik";3116
"Milan Kazarka;Jeroen van Oosten";3117
Daniel Jonathan Bourke;3118
Maddox Games;3119
Funatics Software;3120
Gaming Corps AB;3121
FOAM Entertainment;3122
Here Be Dragonz;3123
Team Chesster;3124
Upper Class Walrus;3125
G5 Software;3126
"Gromada;Buka Entertainment";3127
"Alawar Entertainment;Amegami";3128
TEAM101;3129
Nuligine;3130
G-OLD;3131
Fully Bugged;3132
A Sharp, LLC;3133
Double Zero One Zero;3134
Broken Window Studios;3135
Three Phase Interactive Pty Ltd;3136
Farlight Games Industry;3137
House On Fire;3138
"Stephane Graziano;Franck Graziano;Mathieu Lamarche";3139
Reborn Games;3140
Lost Spell;3141
ebi-hime;3142
Big Green Pillow;3143
"Daniel Linssen;Detective;Ditto;Glitchnap;Shark Jump Studios";3144
"Virgin Interactive Entertainment;PriitK";3145
Crytivo;3146
Nekomura Games;3147
TaxSoft;3148
Mechabit Ltd;3149
Kidalang;3150
MixedBag Srl;3151
ImCyan;3152
DSK Studios Pvt. Ltd;3153
it Matters Games;3154
Orbital Knight;3155
Anarchy Enterprises;3156
4 I Lab;3157
"Jorge Lima;Alexandre Fontoura";3158
Stephen Lawrence Clark;3159
Creepy Cute;3160
Substantial;3161
"Nina Freeman;Emmett Butler;Decky Coss;Joni Kittaka";3162
Rosebud Games;3163
"Mario von Rickenbach;Michael Frei";3164
Point2Point Entertainment;3165
"Automata Source;Quirkafleeg";3166
"Alexey Davydov;Sergey Dvoynikov;Timofey Shargorodskiy";3167
"Big Ant Studios;Crosse Studios";3168
HandyGames;3169
Bearded Bird Game Studio;3170
Fun Infused Games;3171
Escape Hatch Entertainment,LLC;3172
KT Racing;3173
Nightly Studios;3174
"Jarbit;Castle art by Yuriy Gusev";3175
Nerial;3176
Four Quarters;3177
CashcowGames;3178
CRAZYDIAMOND CO., LTD.;3179
BitFinity;3180
Lucasfim;3181
Rumpus;3182
Ethereal Darkness Interactive;3183
Aaron Arcand;3184
ValuSoft;3185
"NinjaISV;TigerNDV";3186
Titan Forged Games;3187
Iceflake Studios;3188
Finalboss game studio;3189
Infinite Dreams;3190
Ars Creativa;3191
Modern Paradise Media Inc.;3192
Drowning Monkeys Games;3193
Smit Parmar;3194
Donut Games;3195
Lucasfilm;3196
Hoobalugalar_X;3197
Anarchy Interactive;3198
The Department of Silly Stuff;3199
Nussoft;3200
Totally Games;3201
Evan Tognotti;3202
Crazy Goat Games;3203
Suppressive Fire Games;3204
Critical Bit;3205
Razbury Games;3206
14Dimension Enterprise;3207
LLC Intenzibne;3208
Lukas Jaeckel;3209
